Date, Pa_1_1_1, P_rain_1_1_1, raw_P_rain_1_1_1, PPFD_1_1_1, WD_1_1_1, WS_1_1_1, WS_qf_1_1_1, RH_1_1_1, Ta_1_1_1, Ts_1_1_1, Ts_1_1_2, Ts_1_2_1, Ts_1_2_2, Ts_1_3_1, Ts_1_3_2, Ts_1_4_1, Ts_1_5_1, SWC_1_1_1, EC_1_1_1, Tswc_1_1_1, Pe_1_1_1, Pr_1_1_1, VR_1_1_1, SWC_1_1_2, EC_1_1_2, Tswc_1_1_2, Pe_1_1_2, Pr_1_1_2, VR_1_1_2, SWC_1_2_1, EC_1_2_1, Tswc_1_2_1, Pe_1_2_1, Pr_1_2_1, VR_1_2_1, SWC_1_3_1, EC_1_3_1, Tswc_1_3_1, Pe_1_3_1, Pr_1_3_1, VR_1_3_1, G_1_1_1, V_G_1_1_1, Esen_1_1_1, G_qf_1_1_1, G_1_1_2, V_G_1_1_2, Esen_1_1_2, G_qf_1_1_2, GWL_1_1_1, Tgwl_1_1_1
20200205000000,1014.412,0,0,0,299,0.29,0,88.74919,4.51397,6.870392,6.548004,7.506562,6.514679,8.495758,7.24945,8.874786,8.84079,0.1793,0.0119,8.1783,9.543,2.6121,1.0345,9999999,0.0574,7.608,60.5815,4.9099,1.1716,9999999,0.0567,9.0829,67.5582,5.119,1.1654,9999999,0.0604,9.154899,64.5465,5.0297,1.1756,-4.736189,-239.0813,50.47968,0,-2.660901,-139.4641,52.41236,0,30.53045,7.851655,
20200205000100,1014.412,0,0,0,301,0.16,0,89.29304,4.466385,6.870392,6.548004,7.500977,6.514679,8.495758,7.24945,8.874786,8.84079,0.1793,0.0119,8.1957,9.5426,2.6121,1.0346,9999999,0.058,7.6021,60.5843,4.9099,1.1735,9999999,0.0568,9.094401,67.5584,5.119,1.1655,9999999,0.0604,9.1319,64.5464,5.0297,1.1756,-4.736189,-239.0813,50.47968,0,-2.660901,-139.4641,52.41236,0,30.55708,7.851779,
20200205000200,1014.412,0,0,0,267,0.2,0,89.83689,4.609146,6.864838,6.54245,7.500977,6.514679,8.495758,7.24945,8.874786,8.84079,0.1793,0.0118,8.1899,9.5437,2.6121,1.0343,9999999,0.0574,7.5639,60.5818,4.9099,1.1718,9999999,0.0566,9.0684,67.5574,5.119,1.165,9999999,0.0599,9.123201,64.5436,5.0297,1.1739,-4.736189,-239.0813,50.47968,0,-2.660901,-139.4641,52.41236,0,30.56851,7.851983,
20200205000300,1014.412,0,0,0,279,0.32,0,89.70093,4.418793,6.864838,6.54245,7.495392,6.509125,8.490112,7.24945,8.874786,8.84079,0.1793,0.0119,8.230699,9.542499,2.6121,1.0347,9999999,0.058,7.6344,60.5842,4.9099,1.1734,9999999,0.0568,9.0829,67.5196,5.1179,1.1655,9999999,0.0606,9.1578,64.5472,5.0297,1.176,-4.736189,-239.0813,50.47968,0,-2.660901,-139.4641,52.41236,0,30.56211,7.8521,
20200205000400,1014.412,0,0,0,279,0.21,0,90.10881,4.51397,6.859283,6.54245,7.495392,6.50357,8.490112,7.24945,8.874786,8.84079,0.1793,0.0119,8.222,9.5422,2.6121,1.0347,9999999,0.0574,7.6139,60.5815,4.9099,1.1716,9999999,0.0569,9.0829,67.5201,5.1179,1.1658,9999999,0.0604,9.1578,64.5462,5.0297,1.1754,-4.736189,-239.0813,50.47968,0,-2.660901,-139.4641,52.41236,0,30.53654,7.85229,
20200205000500,1014.344,0,0,0,270,0.21,0,89.66694,4.371208,6.859283,6.536865,7.495392,6.50357,8.490112,7.24945,8.874786,8.84079,0.1793,0.0118,8.187,9.5435,2.6121,1.0343,9999999,0.0577,7.5728,60.5827,4.9099,1.1724,9999999,0.0566,9.100099,67.5185,5.1179,1.1649,9999999,0.0609,9.1405,64.5489,5.0297,1.177,-4.736189,-239.0813,50.47968,0,-2.660901,-139.4641,52.41236,0,30.55391,7.852408,
20200205000600,1014.412,0,0,0,328,0.36,0,89.73492,4.656731,6.859283,6.536865,7.495392,6.498047,8.490112,7.24945,8.874786,8.84079,0.1793,0.0119,8.2132,9.5428,2.6121,1.0345,9999999,0.0575,7.5874,60.582,4.9099,1.1719,9999999,0.0567,9.0829,67.5194,5.1179,1.1654,9999999,0.0606,9.149201,64.5472,5.0297,1.176,-4.80197,-242.4019,50.47968,0,-2.660901,-139.4641,52.41236,0,30.51335,7.852644,
20200205000700,1014.344,0,0,0,271,0.23,0,89.53098,4.323624,6.859283,6.536865,7.495392,6.498047,8.490112,7.243866,8.874786,8.84079,0.1793,0.0118,8.187,9.5434,2.6121,1.0344,9999999,0.0578,7.605,60.5833,4.9099,1.1728,9999999,0.0569,9.100099,67.52,5.1179,1.1658,9999999,0.0602,9.1521,64.5451,5.0297,1.1748,-4.736189,-239.0813,50.47968,0,-2.724256,-142.7847,52.41236,0,30.52448,7.852762,
20200205000800,1014.412,0,0,0,298,0.36,0,89.02112,4.51397,6.859283,6.536865,7.489777,6.492493,8.484466,7.243866,8.86911,8.84079,0.1793,0.0117,8.192799,9.5442,2.6121,1.0341,9999999,0.0571,7.6403,60.5804,4.9099,1.1708,9999999,0.0564,9.0886,67.5564,5.119,1.1644,9999999,0.0603,9.178001,64.5458,5.0297,1.1752,-4.736189,-239.0813,50.47968,0,-2.724256,-142.7847,52.41236,0,30.48458,7.852867,
20200205000900,1014.412,0,0,0,354,0.44,0,89.0551,4.466385,6.853698,6.531311,7.489777,6.492493,8.490112,7.243866,8.874786,8.84079,0.1793,0.0121,8.1637,9.541,2.6121,1.0351,9999999,0.0579,7.5933,60.5839,4.9099,1.1732,9999999,0.0569,9.0742,67.5591,5.119,1.1659,9999999,0.0608,9.1578,64.5483,5.0297,1.1766,-4.80197,-242.4019,50.47968,0,-2.724256,-142.7847,52.41236,0,30.54936,7.853017,
20200205001000,1014.276,0,0,0,250,0.24,0,88.98713,4.466385,6.859283,6.525787,7.484192,6.492493,8.478821,7.238282,8.86911,8.84079,0.1793,0.0118,8.172401,9.5431,2.6121,1.0344,9999999,0.0577,7.608,60.5829,4.9099,1.1726,9999999,0.0569,9.1348,67.5592,5.119,1.1659,9999999,0.0605,9.178001,64.547,5.0297,1.1759,-4.80197,-242.4019,50.47968,0,-2.724256,-142.7847,52.41236,0,30.51411,7.853194,
20200205001100,1014.412,0,0,0,53,0.44,0,89.0891,4.466385,6.859283,6.525787,7.484192,6.486938,8.478821,7.238282,8.86911,8.84079,0.1793,0.0119,8.1841,9.543,2.6121,1.0345,9999999,0.0579,7.6578,60.5838,4.9099,1.1731,9999999,0.0563,9.0684,67.5558,5.119,1.1641,9999999,0.0603,9.1405,64.5459,5.0297,1.1752,-4.80197,-242.4019,50.47968,0,-2.724256,-142.7847,52.41236,0,30.5744,7.853358,
20200205001200,1014.344,0,0,0,136,0.34,0,89.22506,4.51397,6.853698,6.520233,7.484192,6.481384,8.478821,7.238282,8.86911,8.846435,0.1793,0.0119,8.1754,9.5428,2.6121,1.0346,9999999,0.0581,7.5728,60.5845,4.9099,1.1736,9999999,0.0563,9.0569,67.5555,5.119,1.164,9999999,0.0601,9.1405,64.5446,5.0297,1.1745,-4.80197,-242.4019,50.47968,0,-2.724256,-142.7847,52.41236,0,30.55674,7.853509,
20200205001300,1014.412,0,0,0,92,0.33,0,89.12309,4.561554,6.853698,6.525787,7.484192,6.481384,8.478821,7.238282,8.86911,8.84079,0.1793,0.012,8.1491,9.5416,2.6121,1.035,9999999,0.0583,7.5933,60.5853,4.9099,1.1742,9999999,0.0565,9.0656,67.5569,5.119,1.1647,9999999,0.0604,9.1578,64.5462,5.0297,1.1754,-4.80197,-242.4019,50.47968,0,-2.724256,-142.7847,52.41236,0,30.50591,7.853509,
20200205001400,1014.412,0,0,0,84,0.53,0,89.73492,4.561554,6.853698,6.514679,7.478607,6.47583,8.478821,7.232697,8.86911,8.84079,0.1793,0.0119,8.1783,9.5428,2.6121,1.0345,9999999,0.0577,7.5874,60.5828,4.9099,1.1725,9999999,0.0567,9.0886,67.5577,5.119,1.1651,9999999,0.0604,9.1751,64.5461,5.0297,1.1753,-4.801971,-242.402,50.47968,0,-2.724257,-142.7847,52.41236,0,30.56187,7.853915,
20200205001500,1014.412,0,0,0,137,0.5,0,89.19107,4.51397,6.848145,6.514679,7.478607,6.47583,8.478821,7.227112,8.86911,8.84079,0.1793,0.0118,8.1899,9.5435,2.6121,1.0343,9999999,0.058,7.5816,60.5843,4.9099,1.1735,9999999,0.0568,9.0771,67.5586,5.119,1.1656,9999999,0.0605,9.1521,64.5468,5.0297,1.1758,-4.801971,-242.402,50.47968,0,-2.724257,-142.7847,52.41236,0,30.52003,7.853876,
20200205001600,1014.412,0,0,0,121,0.54,0,88.91914,4.51397,6.848145,6.514679,7.478607,6.470276,8.478821,7.227112,8.86911,8.84079,0.1793,0.0119,8.1841,9.5423,2.6121,1.0347,9999999,0.0577,7.5728,60.5828,4.9099,1.1725,9999999,0.0569,9.0598,67.5592,5.119,1.1659,9999999,0.0608,9.1607,64.5483,5.0297,1.1766,-4.80197,-242.4019,50.47968,0,-2.724256,-142.7847,52.41236,0,30.56642,7.853974,
20200205001700,1014.412,0,0,0,116,0.33,0,88.98713,4.418793,6.848145,6.509125,7.478607,6.470276,8.473175,7.227112,8.86911,8.84079,0.1793,0.0118,8.1695,9.5435,2.6121,1.0343,9999999,0.0574,7.5669,60.5815,4.9099,1.1715,9999999,0.0565,9.08,67.5569,5.119,1.1647,9999999,0.0601,9.126099,64.5446,5.0297,1.1745,-4.80197,-242.4019,50.47968,0,-2.724256,-142.7847,52.41236,0,30.50383,7.85417,
20200205001800,1014.412,0,0,0,97,0.24,0,89.25905,4.609146,6.848145,6.50357,7.478607,6.470276,8.46753,7.227112,8.86911,8.846435,0.1793,0.0119,8.187,9.5428,2.6121,1.0345,9999999,0.0574,7.6109,60.5816,4.9099,1.1717,9999999,0.0569,9.0915,67.5593,5.119,1.166,9999999,0.0608,9.1521,64.5482,5.0297,1.1766,-4.80197,-242.4019,50.47968,0,-2.724256,-142.7847,52.41236,0,30.53055,7.854269,
20200205001900,1014.412,0,0,0,109,0.54,0,90.4827,4.418793,6.84259,6.50357,7.478607,6.464752,8.46753,7.221558,8.86911,8.846435,0.1793,0.0118,8.2074,9.5435,2.6121,1.0343,9999999,0.0579,7.5728,60.5838,4.9099,1.1732,9999999,0.0569,9.08,67.5593,5.119,1.166,9999999,0.0603,9.1636,64.5459,5.0297,1.1752,-4.80197,-242.4019,50.47968,0,-2.724256,-142.7847,52.41236,0,30.51665,7.854426,
